НоменклатураКод;ЦенаРозн;ЦенаОпт;Свободно;Резерв;Климовск;КлимовскР;Краснодар;КраснодарР;Воронеж;ВоронежР;СанктПетербург;СанктПетербургР;Екатеринбург;ЕкатеринбургР;Ожидается;Дата;
00000009408;420;370;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009410;100;90;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009411;1610;1400;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009412;1080;940;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009413;1840;1590;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009414;280;240;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009415;100;90;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009416;640;550;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009996;3310;3050;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010021;4130;3360;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010542;1160;1080;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010558;4390;3420;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009789;530;520;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010965;9300;8880;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009377;200;180;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010967;3270;3120;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011276;2300;2300;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011277;300;300;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003338;680;470;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003377;720;500;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003431;340;200;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000004691;2040;1530;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010932;1240;1240;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010665;1950;1900;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010742;1080;1000;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010933;1050;1050;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000010934;850;850;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003371;180;130;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003283;2500;1930;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003289;2290;1770;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003304;840;460;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003306;660;400;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003310;690;470;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003318;750;460;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003320;690;510;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003322;250;150;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000003323;760;410;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009199;470;380;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000004573;1040;800;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011117;2570;1990;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011101;420;330;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009363;3000;2170;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000004912;5310;3740;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009189;1870;1470;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011126;6550;5580;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011122;1030;800;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011252;2320;1800;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011324;3520;2730;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011326;4180;3240;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000006337;1860;1310;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011448;2620;1930;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000007749;1110;820;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000011131;830;640;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008411;420;330;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008389;3240;2570;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008390;1660;1330;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000008413;770;610;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000004916;920;750;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000004917;570;450;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000004918;840;670;0;0;0;0;0;0;0;0;0;0;0;0;;;
00000009971;3140;2530;0;0;0;0;0;0;0;0;0;0;0;0;;;
